Empresa;CUIT;Expte;Calle;Nro;Piso;Dpto;CPA;Localidad;Provincia;Telefono;RegComercializacion;RegFabricacion;Dispo;FechaDispo;Vence
DEMEDIC S.A.;30-61813102-1;EXPENACOM 9989/2017;POTOSI;4012;          ;    ;1199;CABA;CIUDAD DE BUENOS AIRES;(011  )4958-0536;30-2385;0;2116 APN-DNAYRT#ENACOM/2017;15/12/2017;15/12/2020
DEVELCOP S.A.;30-70829069-2;EXPCNC 10896/2011;RIVADAVIA BERNARDINO;2431;E4        ;2;C1034ACD;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4953-5285;30-1850;0;4993 GI/2011;11/11/2011;11/11/2014
DGT ELECTRONICA S.A.;30-58050972-6;EXPCNC E 2378/1998;ROCA;1830;          ;    ;B1650LQL;SIN DENOMINACION;BUENOS AIRES;(011  )4752-0601;30-1309;0;1741 GI/1998;06/04/1998;06/04/2001
DGT ELECTRONICA S.A.;30-58050972-6;EXPCNC E 2378/1998;VER EL EXPTE.;1;          ;    ;1001;CIUDAD DE BUENOS AIRES;CAPITAL FEDERAL;;30-1309;0;1741 GI/1998;06/04/1998;06/04/2001
DIA ARGENTINA S.A.;30-68584975-1;EX- -APN-REYS#ENACOM 86765921/2021;RIVADAVIA;8875;1;    ;1407;CABA;CIUDAD DE BUENOS AIRES;(011  )5883-4487;30-2987;0;357 APN-DNAYRT#ENACOM/2025;24/02/2025;24/02/2028
DICOMTEC S.R.L.;33-70842432-9;EXPCNC 2427/2007;ESMERALDA;561;6;    ;C1007ABC;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4326-7280;30-1628;02-497;2323 GI/2013;15/07/2013;15/07/2016
DIDEFON S.A.;30-56039122-2;EXPCNC E 15522/1998;WENCESLAO VILLAFAÑE;67;          ;    ;C1160AEA;CIUDAD DE BUENOS AIRES;CAPITAL FEDERAL;(011  )4300-5533;30-803;0;219 GI/1999;22/01/1999;22/01/2002
DIGI-CONTROL S.R.L.;30-62354486-5;;BOLIVIA;1625;          ;    ;C1416ANK;CIUDAD DE BUENOS AIRES;CAPITAL FEDERAL;(011  )4581-0180;30-914;0;344 CN/1991;12/07/1991;12/07/1994
DIGITAL 3 S.A.;30-70977219-4;EXPCNC 7545/2007;AVDA. OLAZABAL;4069;          ;    ;C1430BQG;CABA;CIUDAD DE BUENOS AIRES;(011  )5006-0700;30-1650;0;4159 GI/2007;14/09/2007;14/09/2010
DIGITAL COM S.R.L.;30-69935543-3;EXPCNC 6606/2010;CORDOBA;836;3;310;C1054AAU;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )6261-2100;30-1795;0;2894 GI/2010;23/08/2010;23/08/2013
DIGITAL FUEGUINA S.A.;30-70956490-7;EXPCNC 6268/2011;COMBATE DE MONTEVIDEO;1141;          ;    ;9420;RIO GRANDE;TIERRA DEL FUEGO, ANTARTIDA E ISLAS DEL ATLANTICO SUR;(02964)42  -0289;0;02-577;4317 APN-DNAYRT#ENACOM/2018;21/08/2018;21/08/2021
DIGITAL FUEGUINA S.A.;30-70956490-7;EXPCNC 6268/2011;GUEVARA;533;          ;    ;C1427BRK;CABA;CIUDAD DE BUENOS AIRES;(011  )4556-8000;0;02-577;4317 APN-DNAYRT#ENACOM/2018;21/08/2018;21/08/2021
DIGTIA S.R.L.;30-71182692-7;EX- -APN-SDYME#ENACOM 33124068/2017;ALICIA MOREAU DE JUSTO;1120;3;A306;1022;CABA;CIUDAD DE BUENOS AIRES;;30-2386;0;2308 APN-DNAYRT#ENACOM/2017;27/12/2017;27/12/2020
DIGTIA S.R.L.;30-71182692-7;EX- -APN-SDYME#ENACOM 33124068/2017;AVELLANEDA;2492;          ;    ;1650;SAN MARTIN;BUENOS AIRES;(011  )5294-0892;30-2386;0;2308 APN-DNAYRT#ENACOM/2017;27/12/2017;27/12/2020
DIKZA S.R.L.;30-71512879-5;EXPENACOM 3537/2016;ESMERALDA;1066;7°        ;B   ;C1007ABN;CABA;CIUDAD DE BUENOS AIRES;(011  )4311-1120;30-2186;0;2647 APN-DNAYRT#ENACOM/2025;16/07/2025;16/07/2028
DIMERAL S.A.;30-63454581-2;;ALSINA DOCTOR ADOLFO;1619;PB        ;    ;C1088AAO;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4375-0970;30-968;0;7 SU/1990;16/03/1990;16/03/1993
DINALIGHT S.R.L.;30-71150874-7;EX- -APN-SDYME#ENACOM 26753190/2018;FRANKLIN ROOSEVELT;3644;          ;    ;C1430BHB;CABA;CIUDAD DE BUENOS AIRES;(011  )4547-0034;30-2433;0;3168 APN-DNAYRT#ENACOM/2018;19/06/2018;19/06/2021
DINATECH S.A.;30-70783096-0;EXPAFTIC 3379/2015;JUANA MANSO;1800;5º        ;    ;1107;CABA;CIUDAD DE BUENOS AIRES;(011  )6091-8880;30-2791;0;3325 APN-DNAYRT#ENACOM/2022;15/06/2022;15/06/2025
DINT S.A.;30-71052426-9;EXPCNC 10845/2009;GUEMES GRAL MARTIN MIGUEL DE;5835;          ;    ;3000;SANTA FE;SANTA FE;;30-1758;0;3928 GI/2009;12/11/2009;12/11/2012
DINT S.A.;30-71052426-9;EXPCNC 10845/2009;TUCUMAN;540;15;    ;C1049AAL;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4325-1774;30-1758;0;3928 GI/2009;12/11/2009;12/11/2012
DIPAOLA, CAROLINA;27-20837261-6;EX- -APN-REYS#ENACOM 69597923/2025;BARRIO LA ALAMEDA, LOTE 66, AVDA. DE LOS LAGOS;4850;          ;    ;1670;NORDELTA;BUENOS AIRES;(011  )5328-0787;30-3020;0;2640 DI-2025-2640-APN-DNAYRT#ENACOM/2025;16/07/2025;16/07/2028
DIPAOLA, CAROLINA;27-20837261-6;EX- -APN-REYS#ENACOM 69597923/2025;CAPDEVILA;3040;          ;    ;1431;VILLA URQUIZA;CIUDAD DE BUENOS AIRES;(011  )5328-0787;30-3020;0;2640 DI-2025-2640-APN-DNAYRT#ENACOM/2025;16/07/2025;16/07/2028
DIPREM COMERCIALIZADORA S.A.;30-71873488-2;EX- -APN-REYS#ENACOM 17472718/2025;INGRESO A TRAVES DE TA;1;          ;    ;1000;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;;30-2994;0;415 APN-DNAYRT#ENACOM/2025;26/02/2025;26/02/2028
DIPREM COMERCIALIZADORA S.A.;30-71873488-2;EX- -APN-REYS#ENACOM 17472718/2025;MAXIMO PAZ;1423;          ;    ;2800;ZARATE;BUENOS AIRES;(03487)43  -8518;30-2994;0;415 APN-DNAYRT#ENACOM/2025;26/02/2025;26/02/2028
DIRECTEL DE ARGENTINA S.A.;30-68713382-6;EXPCNC E 5378/1997;SUIPACHA;268;12;    ;C1008AAF;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4328-8400;30-1295;0;1964 GI/1997;06/08/1997;06/08/2000
DIRECTV ARGENTINA S.A.;30-68588939-7;EXPCNC 3272/2011;BERMUDEZ CAP JUSTO GERMAN;4547;          ;    ;B1605DII;MUNRO;BUENOS AIRES;(011  )4321-2500;30-3078;0;6664 APN-DNLAYR#ENACOM/2026;14/04/2026;
DIRECTV ARGENTINA S.A.;30-68588939-7;EXPCNC 3272/2011;TUCUMAN;1;3;    ;C1049AAA;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;;30-3078;0;6664 APN-DNLAYR#ENACOM/2026;14/04/2026;
DISCAR S.R.L.;33-62236216-9;EXPCNTMESA E 14560/1995;ALLENDE;866;          ;    ;X5004DVR;CORDOBA;CORDOBA;(0351 )472 -4424;30-1258;02-474;6587 GI/1995;02/10/1995;02/10/1998
DISCAR S.R.L.;33-62236216-9;EXPCNTMESA E 14560/1995;VER EL EXPTE.;1;          ;    ;1001;CIUDAD DE BUENOS AIRES;CAPITAL FEDERAL;;30-1258;02-474;6587 GI/1995;02/10/1995;02/10/1998
DISDECO S.A.;30-64152774-9;;HEREDIA ALEJANDRO;353;          ;    ;C1427CNC;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4551-6906;30-1084;0;344 CN/1991;12/07/1991;12/07/1994
DISGLAS S.R.L.;30-67938513-1;EX- -APN-REYS#ENACOM 60257007/2021;13;3955;          ;    ;1884;BERAZATEGUI;BUENOS AIRES;;30-3002;0;926 APN-DNAYRT#ENACOM/2025;22/04/2025;22/04/2028
DISGLAS S.R.L.;30-67938513-1;EX- -APN-REYS#ENACOM 60257007/2021;CORRIENTES;45;22;    ;1043;CABA;CIUDAD DE BUENOS AIRES;(011  )4216-7000;30-3002;0;926 APN-DNAYRT#ENACOM/2025;22/04/2025;22/04/2028
DISTECNA S.A.;33-70884437-9;EXPCNC 6123/2007;IRALA;1950;2°        ;A   ;C1164ACR;CABA;CIUDAD DE BUENOS AIRES;(011  )5166-3400;30-1648;0;3396 GI/2013;04/09/2013;04/09/2016
DISTECNA.COM S.A.;30-71463682-7;EXPENACOM 16632/2016;IRALA;1950;2;A   ;C1164ACR;CABA;CIUDAD DE BUENOS AIRES;(011  )5166-3400;30-2944;02-666;6531 APN-DNAYRT#ENACOM/2024;30/06/2024;30/06/2027
DISTRIBUIDORA AUTOMOTRIZ ARGENTINA S.A.;30-71185060-7;EXPCNC 6081/2014;EDUARDO MADERO;900;17;    ;C1106ACV;CABA;CIUDAD DE BUENOS AIRES;(011  )4069-3052;30-2687;0;1326 APN-DNAYRT#ENACOM/2024;17/02/2024;17/02/2027
DISTRIBUIDORA AUTOMOTRIZ ARGENTINA S.A.;30-71185060-7;EXPCNC 6081/2014;MARCELO T. DE ALVEAR;684;2°        ;    ;C1058AAH;CABA;CIUDAD DE BUENOS AIRES;(011  )4310-3900;30-2687;0;1326 APN-DNAYRT#ENACOM/2024;17/02/2024;17/02/2027
DISTRIBUIDORA CUMMINS S.A.;30-65596500-5;EX- -APN-SDYME#ENACOM 39665989/2019;CECILIA GRIERSON;255;6°        ;    ;C1107CPE;CABA;CIUDAD DE BUENOS AIRES;(011  )6410-1867;30-2518;0;6108 APN-DNAYRT#ENACOM/2019;09/05/2019;09/05/2022
DITEL SOCIEDAD DE RESPONSABILIDAD LIMITADA;30-65336319-9;EXPCNC E 5634/1999;AVDA. JAPON;210;          ;    ;X5019BGP;CORDOBA;CORDOBA;(0351 )652 -7820;0;02-572;286 APN-DNAYRT#ENACOM/2018;11/01/2018;11/01/2021
DITEL SOCIEDAD DE RESPONSABILIDAD LIMITADA;30-65336319-9;EXPCNC E 5634/1999;AVDA. MONROE;4333;          ;    ;C1430BLH;CABA;CIUDAD DE BUENOS AIRES;(011  )5472-3411;0;02-572;286 APN-DNAYRT#ENACOM/2018;11/01/2018;11/01/2021
DIZ VEDIA, EDGAR RICARDO;20-92138678-9;;PERON TTE GRAL JUAN DOMINGO;2250;8;A   ;C1040AAJ;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4953-8889;30-1069;0;313 CN/1991;29/06/1991;29/06/1994
DMC STRATEX NETWORKS INC.;33-70083961-9;EXPCNC E 536/2001;ROCHA DARDO;3404;          ;    ;B1640GAB;MARTINEZ;BUENOS AIRES;(011  )4717-2613;30-1661;0;4550 GI/2007;05/10/2007;05/10/2010
DMC STRATEX NETWORKS INC.;33-70083961-9;EXPCNC E 536/2001;SUIPACHA;1111;8;    ;C1008AAW;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4515-9202;30-1661;0;4550 GI/2007;05/10/2007;05/10/2010
DMC WIRELESS SYSTEMS S.A.;30-70905332-5;EXPCNC 6830/2005;DARDO ROCHA;3404;          ;    ;B1640GAB;MARTINEZ;BUENOS AIRES;;30-2896;0;8820 APN-DNAYRT#ENACOM/2023;06/11/2023;06/11/2026
DMC WIRELESS SYSTEMS S.A.;30-70905332-5;EXPCNC 6830/2005;LIBERTADOR;498;12°       ;1220;C1001ABR;CABA;BUENOS AIRES;;30-2896;0;8820 APN-DNAYRT#ENACOM/2023;06/11/2023;06/11/2026
DOMENECH, RAFAEL IÑIGO;20-38588538-6;EX- -APN-ALYAT#ENACOM 48521965/2026;GINOCCHIO;144;          ;    ;2914;VILLA RAMALLO;BUENOS AIRES;(03407)44  -1691;30-3108;0;832 APN-DNLAYR#ENACOM/2026;10/06/2026;01/01/2099
DONATO, JEREMIAS;20-34513274-1;EX- -APN-REYS#ENACOM 52694283/2022;ARENALES;2870;          ;    ;1602;FLORIDA;BUENOS AIRES;(011  )6242-8965;30-2801;0;2966 APN-DNAYRT#ENACOM/2022;09/06/2022;09/06/2025
DONATO, JEREMIAS;20-34513274-1;EX- -APN-REYS#ENACOM 52694283/2022;NUÑEZ;2285;PB        ;1;1429;CABA;CIUDAD DE BUENOS AIRES;;30-2801;0;2966 APN-DNAYRT#ENACOM/2022;09/06/2022;09/06/2025
DONATO, RUBEN DANIEL - PETTINARI, GABRIEL HUGO - GILARDONI, BERNARDO ANDRES;30-66163899-7;EXPCNC 6422/2009;FELIX DE AZARA;274;1;B   ;1267;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;;30-1743;02-512;2470 GI/2009;08/07/2009;08/07/2012
DONATO, RUBEN DANIEL - PETTINARI, GABRIEL HUGO - GILARDONI, BERNARDO ANDRES;30-66163899-7;EXPCNC 6422/2009;FELIX DE AZARA;274;1;B   ;1267;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4935-1727;30-1743;02-512;2470 GI/2009;08/07/2009;08/07/2012
DONTO S.A.;30-68149138-0;EXPENACOM 6114/2016;TUCUMAN;637;1º        ;    ;C1049AAM;CABA;CIUDAD DE BUENOS AIRES;(011  )4322-1575;30-2205;0;4880 ENACOM/2016;06/07/2016;06/07/2019
DORINKA S.R.L.;30-67813830-0;EXPCNC E 914/2000;BOLIVIA;5831;          ;    ;C1419DVM;CABA;CIUDAD DE BUENOS AIRES;;30-2024;0;496 APN-DNPYC#ENACOM/2017;05/10/2017;17/01/2021
DOSISUR S.R.L.;30-71401834-1;EX- -APN-REYS#ENACOM 93567579/2025;MAR DEL PLATA;675;          ;    ;8300;NEUQUEN;NEUQUEN;(0299 )410 -8878;30-3043;0;936 APN-DNLAYR#ENACOM/2025;30/09/2025;30/09/2028
DR IMPORTS SECURITY SYSTEMS S.R.L.;30-68503172-4;EXPCNC 228/2004;DR. SATURNINO SEGUROLA;1774;          ;    ;C1406AOJ;CIUDAD DE BUENOS AIRES;CAPITAL FEDERAL;;30-1474;0;323 GI/2004;23/01/2004;23/01/2007
DR IMPORTS SECURITY SYSTEMS S.R.L.;30-68503172-4;EXPCNC 228/2004;PADRE EDMUNDO VANINI;344;          ;    ;B1603CBB;VILLA MARTELLI;BUENOS AIRES;(011  )4730-3051;30-1474;0;323 GI/2004;23/01/2004;23/01/2007
DR. DANIEL A. GOMEZ Y ASOCIADOS S.A.;33-62259026-9;;AVDA. MITRE;374;11;A   ;B1870AAQ;AVELLANEDA;BUENOS AIRES;(011  )4201-2317;30-1145;0;666 CN/1991;21/11/1991;21/11/1994
DR. DANIEL A. GOMEZ Y ASOCIADOS S.A.;33-62259026-9;;VER EL EXPTE.;1;          ;    ;1001;CIUDAD DE BUENOS AIRES;CAPITAL FEDERAL;;30-1145;0;666 CN/1991;21/11/1991;21/11/1994
DRAFT S.R.L.;33-61229901-9;EXPCNC E 8831/1999;LA RIOJA;1426;PB        ;    ;C1244ABF;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4308-0444;30-781;0;3894 GI/2005;27/09/2005;27/09/2008
DRAGER ARGENTINA S.A.;30-70966220-8;EX- -APN-SDYME#ENACOM 98367528/2019;AVDA. DE MAYO;651;3;14;1084;CABA;CIUDAD DE BUENOS AIRES;;30-3053;0;4011 DNLAYR#ENACOM/2025;20/11/2025;20/11/2028
DRAGER ARGENTINA S.A.;30-70966220-8;EX- -APN-SDYME#ENACOM 98367528/2019;PANAMERICANA COLECTORA ESTE;1717;          ;    ;1640;MARTINEZ;BUENOS AIRES;(011  )4042-4909;30-3053;0;4011 DNLAYR#ENACOM/2025;20/11/2025;20/11/2028
DREAN S.A.;30-50268047-8;EXPCNC 3417/2015;BOYACA;80;6°        ;    ;C1406BGB;CABA;CIUDAD DE BUENOS AIRES;(011  )4634-1365;30-2981;02-673;12948 APN-DNAYRT#ENACOM/2024;27/12/2024;27/12/2027
DREAN S.A.;30-50268047-8;EXPCNC 3417/2015;CORDOBA;325;          ;    ;X5967AHA;LUQUE;CORDOBA;(011  )5841-9022;30-2981;02-673;12948 APN-DNAYRT#ENACOM/2024;27/12/2024;27/12/2027
DRECKNET S.R.L.;30-70954932-0;EX- -APN-REYS#ENACOM 117789379/2024;DONADO;3050;          ;    ;1430;CABA;CIUDAD DE BUENOS AIRES;(011  )5639-0707;0;02-671;12070 APN-DNARYT#ENACOM/2024;22/11/2024;22/11/2027
DRIHM S.R.L.;30-66103961-9;EX- -APN-REYS#ENACOM 56805881/2021;AÑASCO;2718;          ;    ;C1416CUN;CABA;CIUDAD DE BUENOS AIRES;(011  )4584-7200;30-2726;0;3338 APN-DNAYRT#ENACOM/2021;05/08/2021;05/08/2024
DROGUERIA COMARSA S.A.;30-70708588-2;EX- -APN-REYS#ENACOM 66160429/2022;JUJUY;2944;          ;    ;2000;ROSARIO;SANTA FE;(0341 )437 -0353;30-2813;0;4118 DNAYRT#ENACOM/2022;26/07/2022;26/07/2025
DROGUERIA COMARSA S.A.;30-70708588-2;EX- -APN-REYS#ENACOM 66160429/2022;LUNA;365;          ;    ;1437;CABA;CIUDAD DE BUENOS AIRES;;30-2813;0;4118 DNAYRT#ENACOM/2022;26/07/2022;26/07/2025
DROPGIFT S.R.L.;30-71234156-0;EXPCNC 5992/2014;OLLEROS;2411;2;    ;C1426CRS;CABA;CIUDAD DE BUENOS AIRES;(011  )4771-7239;30-1997;0;1735 GI/2014;11/06/2014;11/06/2017
DRTK S.A.;30-71344900-4;EXPCNC 6228/2015;JUAN DE GARAY;385;          ;    ;C1153ABB;CABA;CIUDAD DE BUENOS AIRES;(011  )6158-0531;30-2097;0;137 DINAPTIC/2015;21/08/2015;21/08/2018
DRTK S.A.;30-71344900-4;EXPCNC 6228/2015;LAS FLORES;469;          ;    ;B1875DDI;WILDE;CIUDAD DE BUENOS AIRES;(011  )6158-0538;30-2097;0;137 DINAPTIC/2015;21/08/2015;21/08/2018
DU PONT ARGENTINA S.R.L.;30-50112696-5;EXPENACOM 4802/2016;INGENIERO ENRIQUE BUTTY;240;10º       ;    ;C1001AFB;CABA;CIUDAD DE BUENOS AIRES;(011  )4021-4711;30-2195;0;3867 ENACOM/2016;14/06/2016;14/06/2019
DX CONTROL S.A.;30-69474853-4;EXPCNC 3066/2003;RIVADAVIA;12396;          ;    ;B1702CHT;CIUDADELA;BUENOS AIRES;(011  )4647-2100;30-2817;02-634;607 APN-DNLAYR#ENACOM/2025;19/09/2025;19/09/2028
DX CONTROL S.A.;30-69474853-4;EXPCNC 3066/2003;RODRIGUEZ PEÑA;694;1°        ;D   ;C1020ADN;CABA;CIUDAD DE BUENOS AIRES;(011  )4647-2100;30-2817;02-634;607 APN-DNLAYR#ENACOM/2025;19/09/2025;19/09/2028
DYNA GROUP S.A.;30-70304875-3;EXPCNC 9160/2006;FREIRE CAPITAN GENERAL RAMON;4801;          ;    ;C1429ATM;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4546-3141;30-1600;0;4758 GI/2006;17/11/2006;17/11/2009
DYNACORP S.A.;30-60515986-5;;PASCO;255;          ;    ;C1081AAE;CIUDAD DE BUENOS AIRES;CAPITAL FEDERAL;(011  )4951-6915;30-934;0;4241 SU/1988;27/12/1988;27/12/1991
DYNAMIC SYSTEMS COMMUNICATION S.A.;30-61341289-8;;FLORIDA;537;24;    ;C1005AAK;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;;30-986;0;547 SU/1990;26/10/1990;26/10/1993
E-BERIKA NETWORKS S.R.L.;30-71105445-2;EXPCNC 8428/2009;25 DE MAYO;82;          ;    ;B1642CJB;SAN ISIDRO;BUENOS AIRES;(011  )5883-6771;30-1753;0;3357 GI/2009;18/09/2009;18/09/2012
E-BERIKA NETWORKS S.R.L.;30-71105445-2;EXPCNC 8428/2009;MELIAN CNEL JOSE;3574;1;C   ;C1430EYX;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4546-3753;30-1753;0;3357 GI/2009;18/09/2009;18/09/2012
E-PAGOS S.A.;30-71508429-1;EX- -APN-REYS#ENACOM 125778595/2024;AVDA. ALVAREZ THOMAS;1057;8º        ;D   ;C1427CCK;CABA;CIUDAD DE BUENOS AIRES;(011  )3991-1320;30-2980;0;12947 APN-DNAYRT#ENACOM/2024;27/12/2024;27/12/2027
EASTEL S.A.I.C.;30-58989104-6;EXPCNC E 2463/1998;AGUILAR VICTORIANO;2866;          ;    ;C1426DTB;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;;30-792;02-366;3107 GI/2008;02/09/2008;02/09/2011
EBOX S.A.;30-71474920-6;EXPAFTIC 3377/2015;ALBERTI;1856;          ;    ;C1247AAN;CABA;CIUDAD DE BUENOS AIRES;(011  )4941-3422;30-2124;0;378 DINAPTIC/2015;06/10/2015;06/10/2018
ECADAT S.A.;30-57430429-2;EXPCNC 9496/2005;ALSINA ADOLFO;1322;          ;    ;C1088AAJ;CABA;CIUDAD DE BUENOS AIRES;;30-2452;0;4486 APN-DNAYRT#ENACOM/2018;29/08/2018;29/08/2021
ECHEA S.A.;33-54130506-3;;AVDA. CORRIENTES;1376;4;405;C1043ABN;CIUDAD DE BUENOS AIRES;CAPITAL FEDERAL;;30-805;0;4176 SU/1986;23/09/1986;23/09/1989
ECODATOS S.A.;30-70837420-9;EXPCNC 3272/2008;PAGANO JOSE LEON;2628;6;A   ;C1425AOB;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )5235-6633;30-1694;0;2031 GI/2011;10/06/2011;10/06/2014
EDGE TECHNOLOGY S.R.L.;30-70815501-9;EXPCNC 8447/2012;BLANCO ENCALADA ALTE MANUEL;2387;1;C   ;C1428DDK;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )5032-3343;30-1877;0;3398 GI/2012;07/09/2012;07/09/2015
EDIFICADORA DEO S.A.;30-59250579-3;EXPCNTMESA E 10324/1995;TTE GRAL JUAN DOMINGO PERON ;346;6;    ;C1038AAH;CIUDAD DE BUENOS AIRES;CAPITAL FEDERAL;;30-1251;0;5076 GI/1995;20/07/1995;20/07/1998
EDINEC S.R.L.;30-61045143-4;EXPCNC 3966/2004;BAHIA BLANCA;451;          ;    ;X5004AGC;CORDOBA;CORDOBA;(0351 )426 -5492;30-2020;02-541;3238 GI/2014;12/09/2014;12/09/2017
EDINEC S.R.L.;30-61045143-4;EXPCNC 3966/2004;URUGUAY;560;5;50;C1015ABL;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4371-6468;30-2020;02-541;3238 GI/2014;12/09/2014;12/09/2017
EDITORIAL PERFIL S.A.;30-56095690-4;EX- -APN-REYS#ENACOM 109242995/2024;CALIFORNIA;2731;          ;    ;1289;CABA;CIUDAD DE BUENOS AIRES;(011  )7091-4950;30-2979;0;12950 APN-DNAYRT#ENACOM/2024;27/12/2024;27/12/2027
EDUARDO UDENIO Y COMPAÑIA S.A.C.I.F.I.;30-52014280-7;EXPCNC 2696/2005;AYACUCHO;1235;          ;    ;C1111AAI;CABA;CIUDAD DE BUENOS AIRES;(011  )4811-1864;30-2947;0;6759 APN-DNAYRT#ENACOM/2024;15/07/2024;15/07/2027
EDUC.AR SOCIEDAD DEL ESTADO;30-70721953-6;EXPCNC 3577/2007;SAAVEDRA GRAL CORNELIO DE;789;5;    ;C1229ACE;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )5129-6500;30-1632;0;2055 GI/2007;08/05/2007;08/05/2010
EF DIGITAL GROUP S.A.;30-71177348-3;EXPCNC 4677/2015;ALICIA MOREAU DE JUSTO;1848;4;6;1107;CABA;CIUDAD DE BUENOS AIRES;(011  )4311-9311;30-2084;0;2003 GI/2015;21/05/2015;21/05/2018
EKON EMPRESA DE COMUNICACIONES SOCIEDAD DE RESPONSABILIDAD LIMITADA;30-56963694-5;EXPCNC 1728/2003;PARANA;350;1º        ;    ;C1017AAH;CABA;CIUDAD DE BUENOS AIRES;;30-1284;0;2811 GI/2006;21/07/2006;21/07/2009
EL ALMACENERO S.R.L.;30-60398125-8;;URUGUAY;362;1;    ;1015;CIUDAD DE BUENOS AIRES;CAPITAL FEDERAL;;30-953;0;335 GI/1989;13/10/1989;13/10/1992
ELCOMEL S.R.L.;30-68554323-7;EXPCNC E 5557/2001;COCHRANE;2935;          ;    ;C1419FMO;CABA;CIUDAD DE BUENOS AIRES;(011  )4572-0311;30-1401;0;4176 GI/2001;04/09/2001;04/09/2004
ELCOMEL S.R.L.;30-68554323-7;EXPCNC E 5557/2001;MIGUEL SAGASTIZABAL;4563;PB        ;    ;B7600IZG;MAR DEL PLATA;BUENOS AIRES;(0223 )479 -3377;30-1401;0;4176 GI/2001;04/09/2001;04/09/2004
ELECTRICIDAD INDUSTRIAL S.R.L.;30-62143990-8;EXPCNC 11199/2011;URUGUAY;872;1;3;C1015ABR;CABA;CIUDAD DE BUENOS AIRES;(011  )4812-7526;30-2112;0;222 DINAPTIC/2015;21/08/2015;21/08/2018
ELECTRICIDAD INDUSTRIAL S.R.L.;30-62143990-8;EXPCNC 11199/2011;URUGUAY;872;1;3;C1015ABR;CIUDAD AUTONOMA BUENOS AIRES;CIUDAD DE BUENOS AIRES;(011  )4811-2315;30-2112;0;222 DINAPTIC/2015;21/08/2015;21/08/2018
ELECTRO COMUNICACION S.R.L.;30-65349333-5;EXPCNC 1728/2003;GRAL. JOSE GERVASIO ARTIGAS;131;          ;    ;X5000KVC;CORDOBA;CORDOBA;(0351 )423 -9637;30-1199;0;363 GI/1997;28/01/1997;28/01/2000
ELECTRO COMUNICACION S.R.L.;30-65349333-5;EXPCNC 1728/2003;VER EL EXPTE.;1;          ;    ;1001;CIUDAD DE BUENOS AIRES;CAPITAL FEDERAL;;30-1199;0;363 GI/1997;28/01/1997;28/01/2000
ELECTRO WORLD GROUP ARGENTINA S.A.;33-71468855-9;EXPENACOM 10045/2016;CAMPILLO;3068;          ;    ;1427;CABA;BUENOS AIRES;(0800 )444 -0214;30-2871;0;5904 -APN-DNAYRT#ENACOM/2023;28/06/2023;28/06/2026
ELECTROCOMPONENTES S.A.;30-58260502-1;EXPCNC 3940/2013;SOLIS;225;          ;    ;C1078AAE;CABA;CIUDAD DE BUENOS AIRES;(011  )4375-3366;30-2395;0;477 APN-DNAYRT#ENACOM/2018;18/01/2018;18/01/2021
ELECTROFUEGUINA S.A.;30-61284315-1;EXPCNC 6811/2011;SAAVEDRA LAMAS DR CARLOS;1370;          ;    ;V9420DOL;RIO GRANDE;TIERRA DEL FUEGO, ANTARTIDA E ISLAS DEL ATLANTICO SUR;(011  )4959-6691;30-3031;02-681;746 -APN-DNLAYR#ENACOM/2025;23/09/2025;23/09/2028
