empresa,telefono,es_movil,email,sitio_web,rubro,ciudad
Supervielle,+543514145260,no,,https://www.supervielle.com.ar/,bank,Cordoba
Planta Baja,+54 351 548 5150,no,,,bar,Cordoba
Yungas Laboratorio de Innovacion,+54 351 5541659,no,,https://yungas.co/,IT_Company,Cordoba
Farmacia Monserrat,+54 351 626 6407,no,,https://linktr.ee/farmaciamonserrat,pharmacy,Cordoba
La cocina - Casa de comidas,+54351 4255162,no,,,fast_food,Cordoba
RM Insumos,+54 9 351 270 0375,si,,https://www.rminsumos.com/,computer,Cordoba
La Tasca,+54 3541 37 9517,no,,https://linktr.ee/panaderialatasca,bakery,Cordoba
Muy mucho - Hambre de Lomito,+54 351 391 4061,no,,https://muymuchohambre.com.ar/,fast_food,Cordoba
La! Fiambrería,+54 351 741 9973,no,,,deli,Cordoba
La Copy,+54 351 322 4664,no,,,copyshop,Cordoba
Nenukitos,4079660,no,,,fast_food,Cordoba
BlackSheepStore,+54 351 656 8474,no,,,computer,Cordoba
Las 2 Hermanas,4769445,no,librerialasdoshermanas@gmail.com,,books,Cordoba
InfoNegocios,+5493516691923,si,correo@infonegocios.info,https://infonegocios.info,newspaper,Cordoba
M&G Uniformes,+54 351 704 8278,no,,,clothes,Cordoba
Imprenta Arguello,+54 351 704-7618,no,laimprenta.arguello@gmail.com,,printing,Cordoba
Olmedo Odontología & Estética,+54 9 351 4258008,si,odontologiayestetica.cba@gmail.com,https://clinicaodontologiayestetica.com/,dentist,Cordoba
Zona de Cactus,+54 351 352 6373,no,,https://zonadecactus.com.ar/,florist,Cordoba
Roma Motos,+54 351 4580466,no,info@romamotos.com.ar,https://romamotos.com.ar,motorcycle_parts,Cordoba
Disco,+54 351 489-4041,no,,,supermarket,Cordoba
Marosi Bikes,+5493515186032,si,,https://marosibikes.com/,bicycle,Cordoba
Farmacia Moderna 4,+54 351 423 8237,no,,https://www.redmoderna.com.ar/,pharmacy,Cordoba
Clínica Mottura,+54 351 460 7071,no,,https://www.esteticamottura.com/,clinic,Cordoba
Registro Civil Central,+54 351 4337110,no,,,government,Cordoba
Lofer Repuestos,+54 351 5230202,no,,,car_parts,Cordoba
Banco Nación,+54 351 490 0809,no,,,bank,Cordoba
Correo Argentino,+54 351 461 3078,no,,,post_office,Cordoba
Sandwitch Alem,+54 351 478 8371,no,,,fast_food,Cordoba
Donotte,+54 351 425 0032,no,,https://www.facebook.com/Donottecba-107172898018586/,fast_food,Cordoba
Davinci,+54 351 426 3321,no,,,fast_food,Cordoba
Cristóbal,+54 9 351 551 4x91,si,,,hardware,Cordoba
Lo de Jacinto,+54 351 711 6481,no,,https://www.lodejacinto.com/,fast_food,Cordoba
Szumik,+54 810 888 7986,no,info@szumik.com.ar,https://pintureriaszumik.com.ar/,paint,Cordoba
Tío José,+54 351 480 2058,no,,,convenience,Cordoba
La Hilda,+54 351 593 7318,no,,https://embotelladoralahil.wixsite.com/aguaslahilda,water,Cordoba
Carro Carnes,+54 9 351 315 2736,si,,,butcher,Cordoba
Trinidad,+543512645169,no,,,convenience,Cordoba
Maestre,+54 351 487 1438,no,info@maestreiluminacion.com.ar,http://www.maestreiluminacion.com.ar/,lighting,Cordoba
Centro Odontológico Palomeque,+54 351 489 8895,no,,,dentist,Cordoba
Tomás Sánchez,+54 351 480 6181,no,,https://tomassanchezcocina.com/,training,Cordoba
Gynar,+54 351 480 6181,no,,,butcher,Cordoba
Don juan,+54 351 489 3190,no,,,fast_food,Cordoba
RentAuto Atgentina,+54 351 554 2412,no,info@rentautoargentina.com.ar,https://www.rentautoargentina.com.ar/,car_rental,Cordoba
Las Delicias del Perú,+543514801131,no,,,fast_food,Cordoba
Las Leñas VII,+543514870482,no,,,fast_food,Cordoba
Activar,+5493516593833,si,,,clinic,Cordoba
Big Lomo,+5493516069509,si,,,fast_food,Cordoba
Tenllado II,+54 351 489 8037,no,,,pharmacy,Cordoba
Pallás,+54 351 489 0608,no,,http://www.santiagopallas.com.ar/,yes,Cordoba
Faustino Parrilla,+54 351 707 4809,no,,http://faustinoparrilla.com/,restaurant,Cordoba
Escaleno Resto Bar,+54 351 468 2757,no,,https://www.instagram.com/escaleno_,restaurant,Cordoba
Intercambio Cordoba,+54 351 519 4270,no,,https://intercambiocordoba.com.ar/,educational_institution,Cordoba
Agroalimentos Córdoba - Bodereau,+54 3543 44 4333,no,,,farm,Cordoba
Salón Bosque de Piedras,+54 351 324 2354,no,,https://www.bosquedepiedrasweb.com.ar/,events_venue,Cordoba
Top Ten 10,+54 351 521 6278,no,,https://topten10cba.mitiendanube.com/,clothes,Cordoba
LIZI,+54 351 591 2812,no,,https://www.instagram.com/lizi.cba,clothes,Cordoba
Snoopy,+543514872550,no,,,kindergarten,Cordoba
Torralba,+53 351 351 489 1990,no,info@torralba.com.ar,https://www.torralba.com.ar/,yes,Cordoba
Go Parking,+54 351 568 8323,no,,,parking,Cordoba
Go Parking,+54 351 568 7804,no,,,parking,Cordoba
Luxis,+54 351 807-6359,no,,https://luxis.com.ar,energy_supplier,Cordoba
BORO CASA GOURMET,+54 351 624 5741,no,,WWW.BORO.COM.AR,supermarket,Cordoba
Supermercado Disco,+54 11 5861-7600,no,,,supermarket,Cordoba
Brüder Amoblamientos,+54 351 6993810,no,,http://wwww.brudervanguardia.com.ar/,furniture,Cordoba
Guay Buby,+5493512199756,si,,https://guaybuby.com/10-juguetes-,interior_decoration,Cordoba
Manaish,+54 9 351 608 4161,si,,,fast_food,Cordoba
Instituto de la Visión Cerro,+54 351 4811955,no,,https://institutodelavisioncerro.com/,clinic,Cordoba
Pasta & Pizza Gastronomía Italiana,+54 351 650 4028,no,,,cafe,Cordoba
Morella,+54 351 442 3668,no,,,shoes,Cordoba
EntreSano - Supermercado Saludable,+54 9 351 2896897,si,,,supermarket,Cordoba
Rincón Verde,+54 3514234331,no,,,restaurant,Cordoba
Delivery Paint,+54 351-5149445 / +54 264-4037678,no,deliverypaint@gmail.com,https://deliverypaint.com/,paint,Cordoba
La Mediterránea,+54 351 471 4785,no,,,company,Cordoba
Mi Fauna,+54 9 351 394 3873,si,,,veterinary,Cordoba
Megatone,+54 8104446342,no,atencionalcliente@megatone.net,https://www.megatone.net,electronics,Cordoba
Alta Regalería,054 9 351 341 0996,no,,,toys,Cordoba
CS Electrónica,054 9 351 539 2654,no,,,electronics_repair,Cordoba
Quick Lomo,+54 9 351 712 2523,si,,,fast_food,Cordoba
GM,054 9 351 661 5323,no,,,car_repair,Cordoba
Alquiler Auto Aero-Cordoba,+54 9351 2902990,si,info@alquilerautocordoba.com.ar,https://alquilerautocordoba.com.ar,car_rental,Cordoba
El Espejo Libros,+54 351 424 2420,no,espejoventas@elespejolibros.com.ar,https://www.elespejolibros.com.ar/,books,Cordoba
Ruben Libros,+54 9 351 755 0085,si,,web.facebook.com/RubenLibros/,books,Cordoba
Musimundo,+54 351 674 3784,no,,,electronics,Cordoba
Centro Cultural Córdoba,+54 351 434 3518,no,,,community_centre,Cordoba
Centro de Salud 71 - Cooperativa El Arco,+54 351 433 8631,no,,,clinic,Cordoba
OlmedoOdontologia,351818800,no,Consultorioolmedo@hotmail.com,https://www.olmedoodontologia.com.ar/,clinic,Cordoba
Consulado General de Brasil,+54 351 4685919,no,,,diplomatic,Cordoba
Consulado del Paraguay,+54 351 326-0901,no,,,diplomatic,Cordoba
BAfarma - Farmacia Bosque Alvarez,+543514214207,no,contacto@bafarma.com,https://bafarma.com/,pharmacy,Cordoba
Afema S.A,+54 351 737 1862,no,,https://www.afema.com.ar/,company,Cordoba
Lo+Rico Empanadas,+54 351 752 0060,no,,www.lomadricormpanadas.ar,fast_food,Cordoba
Service Impresoras,+54 351 503 8306,no,simpresoras@gmail.com,https://www.serviceimpresoras.com,computer,Cordoba
Banco de Sangre – Instituto de Hematología y Hemoterapia  (UNC),+54 351 433 4121,no,direccionmedica@ihh.unc.edu.ar,https://bancodesangre.turnos.unc.edu.ar/,blood_donation,Cordoba
Electricista Matriculado,+54 351 207 9320,no,,,electrician,Cordoba
Rey Can,4973655,no,,,veterinary,Cordoba
La Plaza,+54 351 305 3922,no,,,gambling,Cordoba
Y tu pizza,4954312,no,,,fast_food,Cordoba
Newsport,+54 351 651 0661,no,,,sports,Cordoba
Escuela Juan María Gutierrez,+54 351 4345216,no,,,school,Cordoba
Biblioteca Mayor - Universidad Nacional de Córdoba,+54 351 433 1072,no,info@bmayor.unc.edu.ar,https://www.bmayor.unc.edu.ar/,library,Cordoba
Ferniplast,+54 351 446 1760,no,,,yes,Cordoba
Ferniplast,+54 351 474 0309,no,,,yes,Cordoba
Ferniplast,+54 351 465 4545,no,,,yes,Cordoba
Ferniplast,+54 351 486 2901,no,,,yes,Cordoba
Unísono Escuela de Música,+543516362016,no,,https://unisonoescuelademusica.com,music_school,Cordoba
Escuela Provincia de Catamarca,+54 351 4619768,no,,,school,Cordoba
LITTLE TOKYO – ᴀɴɪᴍᴇ & ᴄᴀꜰᴇ,+54 810 777 2400,no,,https://instagram.com/little.tokyo.coffee?igshid=YmMyMTA2M2Y=,cafe,Cordoba
Unifit,+54 351 767-0180,no,hola@unifit.ar,https://unifit.com.ar,clothes,Cordoba
Szumik,+54 351 460-0918,no,info@szumik.com.ar,https://pintureriaszumik.com.ar,paint,Cordoba
Pizza Popular,+54 351 653 5799,no,,https://pizzeriapopularrn.com/,restaurant,Cordoba
POLO 52 Parque Industrial,+54 351 564 2685,no,,https://polo52.com.ar/,variety_store,Cordoba
Nobis Medical,0810-345-66247,no,,https://nobis.com.ar/,insurance,Cordoba
"Peluqueria Ladies, Barberia Gentleman",+54 351 744-3005,no,,,hairdresser,Cordoba
I Farm,+54 9 351 695 1525,si,,,pharmacy,Cordoba
Lo de Jacinto Empanadas Trejo,+54 0351 469-4881,no,,,fast_food,Cordoba
Ferretería La Trejo,+54 0351 516-6259,no,,,hardware,Cordoba
Carnes Oncativo,+54 03572 52-3812,no,,,butcher,Cordoba
Me haces mucha palta,+54 0351 251-6056,no,,,greengrocer,Cordoba
Mikhuy,+54 0351 645-1422,no,,,greengrocer,Cordoba
Luminotecnia,+54 351 863-3950,no,info@luminotecnia.com.ar,https://luminotecnia.com.ar,lighting,Cordoba
Hospital Veterinario Córdoba,+54 351 703-3000,no,hospitalveterinariocba@gmail.com,,veterinary,Cordoba
Farmacia Genari II,+54 351 904 8669,no,,,pharmacy,Cordoba
M&D,+54 351 253 1063,no,,,car_repair,Cordoba
Celiacor,+54 351 472-4072,no,,,health_food,Cordoba
Instituto Santa Ana,+54 3512 687253,no,,,school,Cordoba
Orvema Tostadores,+54 9 351 632-9160,si,,https://www.instagram.com/orvemacafe/,coffee,Cordoba
Odontóloga Milagros Montañez Sandoz,+54 351 805 5629,no,,,dentist,Cordoba
Licenciada Montañez Sandoz,+54 351 514 5467,no,,,financial_advisor,Cordoba
URBANO – Despensa · Maxikiosko,+54 351 460 8628,no,,,kiosk,Cordoba
QUANTUM | LIBRERÍA TÉCNICA,+54 351 241 0762,no,,,stationery,Cordoba
MARIACHI – Tacos & Lomos,+54 351 468 0336,no,,http://mariachisite.com/,fast_food,Cordoba
TOMMY PETS,+54 351 736 8587,no,,https://www.tommypets.com.ar/,veterinary_pharmacy,Cordoba
La Pastelería Oficial | Café de Especialidad,+54 351 606 0870,no,,https://www.instagram.com/lapasteleria.oficial/,cafe,Cordoba
Frich 'n fries,+54 351 614 2090,no,,https://www.instagram.com/frich.hamburguesas/?hl=es,fast_food,Cordoba
Carrefour Express,08004448484,no,,https://express.carrefour.com.ar/,convenience,Cordoba
EL MERCADILLO [Ituzaingó],+54 351 528 3696,no,,https://www.instagram.com/elmercadillocba,greengrocer,Cordoba
Librería del Palacio,+54 351 200 0058,no,,https://libreriadelpalacio.mitiendanube.com/,books,Cordoba
Secretaría de Minería de Córdoba,+54 351 434 4120,no,,,government,Cordoba
Lomiteria Popular,+54 351 634 5841,no,,https://easyorder.com.ar/lomiteria-popular-buen-pastor/,restaurant,Cordoba
FULANO Café de Vereda,+54 351 308 8004,no,,https://menu.fu.do/fulano-caf%C3%A9devereda/qr-menu,cafe,Cordoba
Panicafé Buen Pastor,+54 351 804 4980,no,,http://panicafe.com.ar/,cafe,Cordoba
IT! Italy Ristorante & Café & Bar,+54 351 200 5626,no,,https://www.ititaly.com.ar/,restaurant,Cordoba
ZIA,+54 351 867 7856,no,,,beauty,Cordoba
Cherry Season - Nueva Córdoba,+54 351 860 4040,no,,https://www.instagram.com/cherryseason_arg?igsh=MXhqbnJib3ZzOW13dg==,cafe,Cordoba
sushi 2x1 [Nueva Córdoba],+54 351 746 1415,no,,https://nuevacordoba.sushi2x1.com.ar/,restaurant,Cordoba
iphone CBA,+54 351 204 2422,no,,,repair,Cordoba
Olivia Empanadas y Pizzas,+54 351 255 6081,no,,,fast_food,Cordoba
Mis Chiches Jugueteria y Libreria,+54 351 468 2618,no,,https://mischiches.mercadoshops.com.ar/,toys,Cordoba
Carniceria verduleria almacen san cayetano,+54 351 251 1411,no,,,butcher,Cordoba
"Fotocopiadora ""La Pecera""",+54 351 573 2524,no,,,copyshop,Cordoba
La Hueveria,+54 351 255 6425,no,,,eggs,Cordoba
Overwild Store,+54 9 351 769 7755,si,,,clothes,Cordoba
Iconos Grafica,+54 351 635 6512,no,,https://iconossrl.com.ar/,copyshop,Cordoba
Centro de Salud N° 47 - Coronel Olmedo,+54 351 433 8633,no,,,clinic,Cordoba
Centro de Salud N° 74 - Villa Esquiú,+54 351 499 9910,no,,https://cordoba.gob.ar/,clinic,Cordoba
Los Santos Studio,+5492966685460,si,,,hairdresser,Cordoba
Máximo Rent A Car,+54 351 229-7501,no,,,car_rental,Cordoba
Ferretería Martín,+54 351 546-8934,no,,,hardware,Cordoba
Carnes Sucre,4263251,no,,,butcher,Cordoba
Darwin,+54 351 341-7751,no,,,veterinary,Cordoba
Hospital Córdoba,08005554141,no,,http://hospitalcordoba.com.ar/#miModal,hospital,Cordoba
Lubri-Car LC,+54 3543 69 8056,no,,,car_repair,Cordoba
Volcán Azul Libros y refugio cultural,+54 351 815-8850,no,,https://volcanazullibros.com/,books,Cordoba
The Wall Coffee & Music,+54 362 523-1570,no,,,cafe,Cordoba
La Olmos Bebidas,+54 351 271-6737,no,,,alcohol,Cordoba
Interplástica Centro Médico Quirúrgico,+54 351 468 4438,no,,,clinic,Cordoba
HEDA,+54 0351 460-8142,no,,,clothes,Cordoba
Lencería Anika,+54 0351 611-1339,no,,,clothes,Cordoba
Casa Mona,+54 0351 760-6006,no,,casamona.empretienda.com.ar,household_linen,Cordoba
A&M Librería,+54 0351 759-9842,no,,,stationery,Cordoba
Librería Mil Trazos,+54 0351 632-9830,no,,,stationery,Cordoba
UP! Lomitos,+54 0351 621-1680,no,,,restaurant,Cordoba
Ferretería Agucons,+54 0351 801-4703,no,,,hardware,Cordoba
Valu Home,+54 0351 661-7889,no,,https://valuhome.com.ar/,furniture,Cordoba
Palo Santo,+54 351 275 0410,no,,,furniture,Cordoba
Centro Modelo,+54 3543 43-5308,no,,https://www.centromodelova.com/,clinic,Cordoba
Tienda Florencia,+54 3513229960,no,florenciagrowshop@gmail.com,https://tiendaflorencia.mitiendanube.com/,catalogue,Cordoba
PROIL INGENIERIA,+543512446662,no,,https://proil.com.ar/,research,Cordoba
HOVECOR,+543512446662,no,,,repair,Cordoba
La Yerbatería,+54 0351 631-7081,no,,,herbalist,Cordoba
Dupes Perfumería,+54 9 351 851-2014,si,,https://dupes.com.ar/,perfumery,Cordoba
Peluquería Scissors estudio,+54 0351 873-6318,no,,,hairdresser,Cordoba
Guasa Mila Club,+54 0351 226-3073,no,,,fast_food,Cordoba
Fraternité Biscuits & Co,+54 0351 622-1399,no,,,cafe,Cordoba
MRE Estilistas Nueva Cordoba Peluquería,+54 9 0351 265-2733,si,,https://mrestilistas.com/,hairdresser,Cordoba
Fermina,+54 9 0351 240-7015,si,,https://frmn.com.ar/,clothes,Cordoba
Open 24 Drugstore,+54 9 0351 235-6774,si,,,kiosk,Cordoba
Nutricionista Romina Seisdedos,+54 9 0351 319-3647,si,,,doctors,Cordoba
Mercadito El Capi,+54 9 0351 397-2660,si,,,greengrocer,Cordoba
Pollería Rooster,+54 9 0351 621-0728,si,,,butcher,Cordoba
La Panadería,+54 9 0351 547-1577,si,,,bakery,Cordoba
Los Gayon,+54 9 0351 815-2098,si,,,marketplace,Cordoba
Carniceria La Entrañita,+54 9 0351 15 755-5740,si,,laentranita.com,butcher,Cordoba
Patitas del Sur,+54 9 0351 623-8086,si,,,pet,Cordoba
Lavandería La Lavamos Ya!,+54 9 0351 291-2629,si,,,laundry,Cordoba
Centro de Investigaciones y Estudios sobre Cultura y Sociedad (CIECS),,no,secretariaciecs@gmail.com,,educational_institution,Cordoba
Instituo Bilingüe para Sordos,+54 3513857998,no,,,school,Cordoba
Veterinaria Exoticos Dr Lagos - Veterinaria Mundo Bicho,+54 9 351 706-0088,si,,https://m.facebook.com/veterinaria.mundobicho/,veterinary,Cordoba
"Mini Shop ""Laura""",+54 351 805 8162,no,,,gift,Cordoba
Chamtac,+54 351 663 4850,no,,https://www.impermeabilizacionestechoscordoba.com/,roofer,Cordoba
MADERO – Espacio de eventos,+5493512885992,si,,,events_venue,Cordoba
La Fuente de Milanesas,+5493518009057,si,,,fast_food,Cordoba
eRRe,+5493516811375,si,,,hairdresser,Cordoba
Fundación Mueve,,no,fundacion@mueve.org.ar,https://mueve.org.ar/,foundation,Cordoba
Imari Omakase,+54 9 3512 58-6364,si,,https://linktr.ee/imari.omakase,restaurant,Cordoba
Tecnoplus Casa Informática,+54 351 530 1004,no,tecnoplus@live.com.ar,http://www.tecnoplusshop.com.ar,computer,Cordoba
Duo0 Limpieza,+54 351 819 0145,no,,https://duo0.co/,cleaning,Cordoba
Peluqueria Fernanda Bernahola,+3512557937,no,,,hairdresser,Cordoba
Ópticas Lauricella,+54 9 351 2481588,si,opticas.lauricella@gmail.com,https://www.opticaslauricella.com.ar/,optician,Cordoba
Córdoba Suspensión,+54 351 489 5997,no,,https://www.cordobasuspension.com.ar/,car_parts,Cordoba
"Stock In - Mayorista Multimarcas - Lexico, Oreiro Love y muchas más.",+54 9 351 7180888,si,pedidos@mhtendencias.com.ar,https://www.stockin.ar,fashion_accessories,Cordoba
"Tienda Lexico - Moda y Complementos - Carteras, Mochilas, Valijas y Accesorios",+5493516698309,si,tiendalexico@mhtendencias.com.ar,https://www.tiendalexico.ar,fashion_accessories,Cordoba
Flash Regalos,+54 351 6646691,no,,,stationery,Cordoba
ALB,+54 351 428 2631,no,ventas@albamoblamientos.com.ar,https://www.albamoblamientos.com.ar,kitchen,Cordoba
La Barber Bar,+54 351 867 9296,no,,,hairdresser,Cordoba
Don Almacen,+54 351 245 4347,no,,,convenience,Cordoba
Ferrini,+54 351 855 0011,no,,,electronics,Cordoba
Michel's,+54 351 528 4403,no,,,cafe,Cordoba
Animales Sueltos,+54 351 217 2556,no,,,pet,Cordoba
Amo Latere,+54 351 800 7728,no,,,fast_food,Cordoba
Farmacia Estrella,+54 351 510 7837,no,,,pharmacy,Cordoba
Saju Cobertura Médica,+54 351 459 8777,no,,,insurance,Cordoba
Mas Color,+54 351 392 4818,no,,,paint,Cordoba
Dr Mio Ecografías,+54 351 521 5801,no,,,laboratory,Cordoba
Fuego Nuestro,+54 351 818 5271,no,,,fast_food,Cordoba
Creaciones Naelí,+54 351 642 7741,no,,,interior_decoration,Cordoba
General Paz,08004447257,no,,https://www.farmaciageneralpaz.com,pharmacy,Cordoba
AutoRep,+54 351 426 5330,no,,https://www.autorepsacba.com,car_parts,Cordoba
M & M Maxi,+54 351 639 4327,no,,,wholesale,Cordoba
La Bolivianita,+54 351 572 4321,no,,,deli,Cordoba
Elohim Envases Descartables,+54 351 699 6607,no,,,houseware,Cordoba
Viviana Patoco,+54 9 351 332 2413,si,,,lighting,Cordoba
Saltanovich,+54 351 664 8476,no,,,hardware,Cordoba
Cleo,+54 351 5734670,no,,,pet,Cordoba
Malter's,+54 9 3854 40-3399,si,,,car_repair,Cordoba
Juan Cruz Alfonso,+54 351 395 2706,no,,,hairdresser,Cordoba
Alcaza Automotores,+54 351 617 5370,no,,,car,Cordoba
Hosar,+54 351 701 4141,no,,,pet,Cordoba
Avícola Ohana,+54 351 865 7859,no,,,wholesale,Cordoba
Alas Centro de Rehabilitación Integral Infantojuvenil,+54 351 810 9388,no,info@centroalas.com.ar,https://alascentro.com.ar/,rehabilitation,Cordoba
Swiss Medical,+54 9 11 50519982,si,,https://www.swissmedical.com.ar,insurance,Cordoba
Papilo Despensa,+54 351 213 0637,no,,,convenience,Cordoba
Frenos y Lubricantes Meloni's,+54 351 8073238,no,,,car_repair,Cordoba
"Facultad de Matemática, Astronomía, Física y Computación (FaMAF)",+54 351 4334051,no,,https://www.famaf.unc.edu.ar/,educational_institution,Cordoba
Disco,+54 351 433-4001,no,,,supermarket,Cordoba
Hospital Rawson,0351-4348754 al 8,no,,,hospital,Cordoba
Hospital Nacional De Clinicas,0351-4337014/17,no,,,hospital,Cordoba
Carrefour,+54 351 414-2900,no,,,supermarket,Cordoba
"Hospital Materno Neonatal ""Ministro Dr. Ramón Carrillo""",+54 351 4348350,no,,,hospital,Cordoba
Escuela Mariano Moreno,+54 351 433 2303,no,,,school,Cordoba
Hospital Misericordia,0351-4344110,no,,,hospital,Cordoba
Escuela Integral Argentina Mariano Moreno,+54 351 422 4798,no,,http://www.eiamm.edu.ar/,school,Cordoba
Disco,+54 11 4964-8000,no,,,supermarket,Cordoba
Instituto José Peña,+54 351 480 6054,no,,,school,Cordoba
Disco,+54 351 433-8000,no,,,supermarket,Cordoba
Sociedad Catolica Popular Italiana,+54 351 4556766,no,,,community_centre,Cordoba
Instituto Modelo de Cardiología,+54 351 4858585,no,,https://www.imcnet.com.ar/,hospital,Cordoba
Hospital Oncológico Provincial Dr. José Miguel Urrutia,+54 351 434 8779,no,,,clinic,Cordoba
Hospital de Niños de la Santísima Trinidad,0351-4586400,no,,,hospital,Cordoba
YPF,+54 351 461 3078,no,,,fuel,Cordoba
Disco,+54 354 344-9045,no,,,supermarket,Cordoba
Hospital Militar Regional Córdoba,+54 351 433 3237,no,,https://hmcba.com.ar/,hospital,Cordoba
Terminal II de Córdoba,+54 351 428 4141,no,,,bus_station,Cordoba
UPAS 9 - Barrio Parque Futura,+54 351 433 3517,no,,,clinic,Cordoba
Colegio Escuelas Pías,+54 351 4510769,no,,,school,Cordoba
Escuela Normal Superior Doctor Agustín Garzón Agulla,+54 351 433 9177,no,,http://ensagulla.cba.infd.edu.ar/,school,Cordoba
Coro Municipal,+54 351 434 3199,no,,,music_school,Cordoba
Instituto De Zoonosis  Instituto Antirrábico,0351-434 1112/13,no,,,clinic,Cordoba
Hospital Provincial Florencio Díaz,+54 351 4348690,no,,,hospital,Cordoba
Hospital Príncipe de Asturias,+54 351 4343221 int.118,no,,,hospital,Cordoba
Policlinico Policial,+54 351 4333523,no,,https://www.policiacordoba.gov.ar/dependencias/policlinico-policial/index.html,hospital,Cordoba
Hospital Materno Provincial Felipe Luccini,+54 351 434 8761,no,,,clinic,Cordoba
Hospital Raúl Ángel Ferreyra,+54 351 4438300,no,,https://www.apross.gov.ar/17-Hospital-Raul-Angel-Ferreyra.note.aspx,hospital,Cordoba
