empresa,cuit,telefono,localidad,provincia,tel_util
RAYO ELECTRONICA S.C.A.,30-53085098-2,(011  )4334-1779,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
REC TECH S.A.U.,30-71805480-6,(011  )7894-7256,CABA,CIUDAD DE BUENOS AIRES,si
RECYCLER S.A.,30-71292480-9,(0343 )421 -7880,PARANA,CORRIENTES,si
REDCOTEL S.A.,30-70907159-5,(011  )5917-8496,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
REDES Y DISTRIBUCION S.A.,30-70790057-8,(011  )4896-9801,CABA,CIUDAD DE BUENOS AIRES,si
REHUE S.A.,30-71132981-8,,SAN JOSE,MENDOZA,no
RENAULT ARGENTINA S.A.,30-50331781-4,(011  )4778-2000,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
RENAULT TRUCKS ARGENTINA S.A.,33-66200181-9,,CABA,CIUDAD DE BUENOS AIRES,no
RENSET S.A.,30-64193122-1,,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,no
REPRESENTACIONES DE COMUNICACIONES S.A.,30-65613098-5,(011  )4856-6775,BOULOGNE,BUENOS AIRES,si
RESEARCH IN MOTION ARGENTINA S.A.,30-71049373-8,(011  )5556-5967,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
RESPIFLOW S.A.,30-70824925-0,(011  )4374-4957,CABA,CIUDAD DE BUENOS AIRES,si
RESTEL S.A.,30-66122144-1,(011  )5032-8682,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
RETAIL COMMUNICATION S.A.,30-70809619-5,(011  )4701-4636,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
REVILT S.A.,30-68061122-6,,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,no
RF INNOVATION S.R.L.,30-71421173-7,(011  )5501-4049,CABA,CIUDAD DE BUENOS AIRES,si
RGIS ARGENTINA SERVICIOS DE STOCK S.R.L.,30-70721677-4,,CABA,CIUDAD DE BUENOS AIRES,no
RI ARMOBAR S.A.S.,30-71658771-8,(0223 )520 -7063,MAR DEL PLATA,BUENOS AIRES,si
"RIBEIRO SOCIEDAD ANONIMA COMERCIAL, INDUSTRIAL, FINANCIERA, AGROPECUARIA E INMOBILIARIA",30-52596685-9,(011  )5235-7999,CABA,CIUDAD DE BUENOS AIRES,si
RICOH ARGENTINA SOCIEDAD ANONIMA,30-50423158-1,(011  )4829-1200,CABA,CIUDAD DE BUENOS AIRES,si
RINGER S.A.,33-59613398-9,(011  )4814-3483,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
"RIVA, GUILLERMO ANDRES",20-14989413-7,(0332 )48  -3143,BARADERO,BUENOS AIRES,si
RMI ELECTRONICA SOCIEDAD DE RESPONSABILIDAD LIMITADA,30-70821096-6,(011  )4722-1101,JOSE LEON SUAREZ,BUENOS AIRES,si
ROBERT BOSCH ARGENTINA INDUSTRIAL S.A.,30-67742314-1,(011  )5296-5239,SAN ISIDRO,BUENOS AIRES,si
ROBERT BOSCH ARGENTINA S.A.,30-50544501-1,(011  )4754-7652,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
ROBERTO C. RUMBO S.R.L.,30-59042877-5,,SAN MIGUEL,BUENOS AIRES,no
ROCHE DIABETES CARE ARGENTINA S.A.,30-71492133-5,(011  )2574-1616,CABA,CIUDAD DE BUENOS AIRES,si
ROCIMEX S.R.L.,30-64265931-2,(011  )4983-9239,CABA,CIUDAD DE BUENOS AIRES,si
RODADOS DEL PLATA S.A.,30-67814963-9,(011  )4717-0221,MARTINEZ,BUENOS AIRES,si
"RODRIGUEZ, FERNANDO GABRIEL",20-21465754-7,(011  )5185-1302,CABA,CIUDAD DE BUENOS AIRES,si
ROITZ S.A.,30-71469151-8,,CABA,CIUDAD DE BUENOS AIRES,no
"ROLNIK, MARISA ANDREA",27-17801707-7,(011  )4431-8000,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
RONCO S.A.,30-66031602-3,(011  )4345-6001,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
RUIZ SEBASTIAN Y GOTTLING MARIA ALEJANDRA S.H.,30-68123787-5,,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,no
RUNCO HERMANOS S.C.,30-60396211-3,(011  )4334-1420,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
RURALINK COMUNICATION S.A.,30-71006771-2,,CABA,CIUDAD DE BUENOS AIRES,no
S.E.A. SISTEMAS ELECTRONICOS ARGENTINOS S.A.,30-52207725-5,(011  )4375-4288,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
S.K.F. ARGENTINA S.A.,30-52547959-1,(011  )6532-1640,CABA,CIUDAD DE BUENOS AIRES,si
SABELLI Y COMPAÑIA S.R.L.,30-52590731-3,,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,no
SADETEL S.A.,30-57498306-8,(0299 )449 -6000,NEUQUEN,NEUQUEN,si
"SAGASTI, EMILIANO JORGE",20-17031766-2,(011  )2303-4606,CABA,CIUDAD DE BUENOS AIRES,si
"SAINZ, GEORGE ARIEL",20-05302571-5,,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,no
"SALAS, CARLOS ALBERTO",20-10810822-4,(011  )4631-6483,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
SAMSUNG ELECTRONICS ARGENTINA S.A.,30-68412579-2,,CABA,CIUDAD DE BUENOS AIRES,no
"SANCHEZ, ENZO ARIEL",23-26038749-9,,CIUDADELA,BUENOS AIRES,no
SANDVIK MINING AND CONSTRUCTION ARGENTINA S.A.,30-70752277-8,(011  )4854-1108,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
"SANGUINETI, GERMAN JORGE",20-27462100-2,,ROSARIO,SANTA FE,no
SATELCO INGENIERIA S.A.,30-70725232-0,(0341 )449 -2131,ROSARIO,SANTA FE,si
SATELCO S.R.L.,30-64104966-9,,ROSARIO,SANTA FE,no
SATELIDATOS S.A.,30-69878259-1,(011  )4433-5600,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
SATELNET S.A.,30-63691504-8,(011  )4393-1744,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
SATO ARGENTINA S.A.,30-64497347-2,(011  )4887-9000,CABA,CIUDAD DE BUENOS AIRES,si
SCANIA ARGENTINA S.A.U.,30-51742430-3,(03327)4510-0000,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
SCHLUMBERGER ARGENTINA S.A.,30-52659878-0,(011  )4344-5100,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
"SCHMIDBERG, EDUARDO MIGUEL",23-07603732-9,(011  )4144-0477,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
SCHNEIDER ELECTRIC ARGENTINA S.A.,30-59219954-4,(011  )3110-3211,CABA,CIUDAD DE BUENOS AIRES,si
SCHNEIDER ELECTRIC SYSTEMS ARGENTINA S.A.,30-71088274-2,(011  )6345-2100,CABA,CIUDAD DE BUENOS AIRES,si
SCHREDER ARGENTINA S.A.,30-70969638-2,(011  )4517-8873,SAN ANDRES,BUENOS AIRES,si
SEAM S.R.L.,30-59944166-9,(0291 )454 -4360,BAHIA BLANCA,BUENOS AIRES,si
SECONT S.R.L.,30-61594225-8,(011  )4551-2455,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
SECOR COMUNICACIONES S.A.,33-63584970-9,(011  )4543-4135,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
SEGDATRON SOCIEDAD DE RESPONSABILIDAD LIMITADA,30-69525421-7,(011  )4702-9939,CABA,CIUDAD DE BUENOS AIRES,si
SEL LATIN AMERICA LLC,30-71166817-5,(011  )4314-0997,CABA,CIUDAD DE BUENOS AIRES,si
SELEC S.A.,30-61518748-4,(011  )4704-5080,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
SELECTION S.A.I.C.F.I.,30-53734433-0,(011  )4382-2400,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
SEMAK S.A.,30-64007913-0,(011  )5756-9281,CABA,CIUDAD DE BUENOS AIRES,si
SEMAPI S.A.,30-58652413-1,(03489)43  -1111,CAMPANA,BUENOS AIRES,si
SEÑALCO SUDAMERICANA S.A.,30-52135084-5,(011  )4553-2219,CABA,CIUDAD DE BUENOS AIRES,si
SENCINET LATAM ARGENTINA S.A.,30-63820379-7,,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,no
SENSORMATIC ARGENTINA S.A.,30-58447048-4,(011  )4708-7931,CABA,CIUDAD DE BUENOS AIRES,si
SERVICE TECNICO INTEGRAL S.A.,30-57460095-9,,CABA,CIUDAD DE BUENOS AIRES,no
SERVICIO SATELITAL S.A.,30-65889103-7,(011  )5032-8910,CABA,CIUDAD DE BUENOS AIRES,si
SERVICIOS ARM S.A.,30-70952583-9,(011  )4836-2868,CABA,CIUDAD DE BUENOS AIRES,si
SERVICIOS BIOAGUAS S.R.L.,30-69229293-2,,CABA,CIUDAD DE BUENOS AIRES,no
SERVICIOS DE COMUNICACIONES S.R.L. - SER COM S.R.L.,30-71142930-8,(011  )6206-3105,SAN JUAN,SAN JUAN,si
SERVICIOS PARA EL TRANSPORTE DE INFORMACION S.A.U.,30-67785492-4,,CABA,CIUDAD DE BUENOS AIRES,no
SERVICOM S.R.L.,30-61504455-1,,LA PLATA,BUENOS AIRES,no
SERVILEC S.R.L.,30-54688999-4,(0221 )482 -6538,LA PLATA,BUENOS AIRES,si
SES SISTEMAS ELECTRONICOS S.A.,30-52116696-3,(011  )4343-7739,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
SF TECHNOLOGY S.A.,30-70913809-6,(011  )4921-3292,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
SG S.R.L.,30-71777961-0,(0388 )521 -0877,SAN SALVADOR DE JUJUY,JUJUY,si
SHERLOG INTERNATIONAL S.A.,30-71313440-2,(011  )4076-9926,CABA,CIUDAD DE BUENOS AIRES,si
SHIMANO ARGENTINA S.A.U.,30-71618433-8,(011  )5353-3466,CABA,CIUDAD DE BUENOS AIRES,si
SHIMANO LATIN AMERICA REPRESENTACAO LIMITADA - SUCURSAL ARGENTINA,30-71199065-4,(011  )4801-4177,CABA,CIUDAD DE BUENOS AIRES,si
SHIMRAI S.R.L.,30-71114880-5,(011  )5664-3622,QUILMES OESTE,BUENOS AIRES,si
SIAE MICROELETTRONICA S.A.,30-71057093-7,,CABA,CIUDAD DE BUENOS AIRES,no
SIEMENS HEALTHCARE SOCIEDAD ANONIMA,30-71496863-3,(011  )5432-6000,CABA,CIUDAD DE BUENOS AIRES,si
SIEMENS MOBILITY S.A.,30-71617056-6,(011  )2792-8892,CABA,CIUDAD DE BUENOS AIRES,si
SIEMENS S.A.,30-50336489-8,,CABA,CIUDAD DE BUENOS AIRES,no
SIEMENS S.A.,33-71657893-9,,CABA,CIUDAD DE BUENOS AIRES,no
SIGNIFY ARGENTINA S.A.,33-71492461-9,,CABA,CIUDAD DE BUENOS AIRES,no
SILICON ROAD S.R.L.,30-68520335-5,(011  )4375-3462,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
SIMICRO S.R.L.,30-60988737-7,(011  )4393-8220,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
SIQAT S.R.L.,30-70729451-1,(011  )4342-2662,CABA,CIUDAD DE BUENOS AIRES,si
SISELEC S.A.,30-60687160-7,(011  )5453-0000,CABA,CIUDAD DE BUENOS AIRES,si
SISTECO S.A.,30-58952483-3,(011  )4803-4604,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
SISTEMA DE VIDEO COMUNICACION S.A.,30-60661559-7,(011  )4313-4283,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
SISTEMAS DE CODIFICACION S.A.,30-70797262-5,(011  )4238-3500,CABA,CIUDAD DE BUENOS AIRES,si
SISTEMAS ELECTRONICOS DE REGISTRACION S.A.,30-59198525-2,(011  )4831-2722,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
SISTEMAS GRAFICOS S.A.,30-58652437-9,,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,no
SISTEMAS INTEGRADOS DE CONTROL S.A.,30-66317678-8,(011  )3151-5100,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
SISTEMAS IRRADIANTES S.R.L.,30-60155708-4,,LANUS,BUENOS AIRES,no
SISTEMAS Y COMUNICACIONES S.R.L.,30-64545923-3,(011  )4322-5743,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
SISTEVAL S.A.,30-58370135-0,(011  )4801-8012,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
SITELCO S.A.I.C.,30-54675920-9,(011  )4773-2199,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
SITERCO S.R.L.,30-61441187-9,(02362)44  -0300,JUNIN,BUENOS AIRES,si
SITRE SOLUTION GROUP S.A.,30-61718032-0,(011  )4523-6104,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
SKYTECH S.R.L.,30-68065377-8,(011  )4300-7940,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
SMARTMATION S.A.,30-71140615-4,(011  )6731-8853,CABA,CIUDAD DE BUENOS AIRES,si
SMB COMMUNITY S.R.L.,30-71043968-7,(011  )6841-0224,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
SMC ARGENTINA S.A.,30-65923663-6,,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,no
SOARCEC S.A.,30-61797266-9,,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,no
SOBREPATAS S.R.L.,30-71590887-1,(011  )6218-9000,CABA,CIUDAD DE BUENOS AIRES,si
SOCIEDAD ANONIMA IMPORTADORA Y EXPORTADORA DE LA PATAGONIA,30-50673003-8,(011  )4328-5403,CABA,CIUDAD DE BUENOS AIRES,si
SOCOM S.R.L.,30-65763755-2,(0299 )46  -3606,PLAZA HUINCUL,NEUQUEN,si
SOFACE S.A.,30-65661936-4,(011  )4371-0150,CABA,CIUDAD DE BUENOS AIRES,si
SOFRE NETWORKS S.A.,30-71813948-8,(011  )5327-1481,CABA,CIUDAD DE BUENOS AIRES,si
SOFRECOM ARGENTINA S.A.,30-65699223-5,(011  )4515-9000,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
SOLIDMATION S.A.,30-71190027-2,(011  )5263-0307,CABA,CIUDAD DE BUENOS AIRES,si
SOLIDYNE S.R.L.,30-55152725-1,(011  )4702-0090,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
SOLNIK S.A.,30-70945325-0,(011  )4770-9750,CABA,CIUDAD DE BUENOS AIRES,si
SOLUCIONES INTEGRALES DE INGENIERIA Y DESARROLLO S.R.L.,30-70881374-1,(03482)48  -1024,AVELLANEDA,SANTA FE,si
SOLUCIONES INTELIGENTES S.A.,30-70100244-6,(011  )4328-7301,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
SOLUTION BOX S.R.L.,30-70797502-0,(011  )6091-1214,CABA,CIUDAD DE BUENOS AIRES,si
SOLUTIONS 2 GO S.R.L.,30-71581000-6,,CABA,CIUDAD DE BUENOS AIRES,no
SOMECO ELECTRONICS S.A.,30-70217915-3,(011  )4655-3333,CABA,CIUDAD DE BUENOS AIRES,si
SOMORGUJO S.R.L.,30-64030038-4,,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,no
SONAVOX S.R.L.,33-61256080-9,,CAMPANA,BUENOS AIRES,no
SONET S.R.L.,30-66105110-4,(011  )4372-9876,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
SONIN TRADING S.R.L.,30-69118230-0,(011  )4776-1082,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
SONTEC TCL ARGENTINA S.A.,33-62325509-9,(02964)42  -3109,RIO GRANDE,"TIERRA DEL FUEGO, ANTARTIDA E ISLAS DEL ATLANTICO SUR",si
SONY ARGENTINA S.A.,30-67992887-9,(011  )5109-2309,CABA,CIUDAD DE BUENOS AIRES,si
SONY ERICSSON MOBILE COMMUNICATIONS INTERNATIONAL AB - SUC. ARGENTINA,30-70790967-2,,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,no
SONY INTERACTIVE ENTERTAINMENT ARGENTINA S.R.L.,30-71480652-8,(011  )4373-5555,CABA,CIUDAD DE BUENOS AIRES,si
SOUTH TRADING CORP S.R.L.,30-71036385-0,(011  )5352-7100,CABA,CIUDAD DE BUENOS AIRES,si
SOUTHERN SOLUTIONS GROUP ARG S.R.L.,30-71394320-3,(011  )6287-9839,CABA,CIUDAD DE BUENOS AIRES,si
SPECIALIZED BICYCLE COMPONENTS ARGENTINA S.R.L.,30-71190063-9,(011  )4797-6562,VICENTE LOPEZ,BUENOS AIRES,si
SPECTRAL S.R.L.,30-63417418-0,(011  )4582-8290,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
SPIRAX SARCO S.A.,30-50432897-6,(011  )4589-1300,DON TORCUATO,BUENOS AIRES,si
ST. JUDE MEDICAL ARGENTINA S.A.,30-70759635-6,(011  )3723-3700,CABA,CIUDAD DE BUENOS AIRES,si
STAMARIS S.A.,30-53289988-1,(0299 )42  -2919,NEUQUEN,NEUQUEN,si
STANDARD ELECTRIC S.A.,30-65647925-2,,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,no
STARA ARGENTINA S.A.,30-71235420-4,(0341 )266 -4240,ROSARIO,SANTA FE,si
STARLIGHT ELECTRONICA SOCIEDAD DE RESPONSABILIDAD LIMITADA,30-51638546-0,(011  )6065-5300,CIUDADELA,BUENOS AIRES,si
STARLINK ARGENTINA S.R.L.,30-71754087-1,(011  )4114-3000,CABA,CIUDAD DE BUENOS AIRES,si
START.AR S.A.,30-71539325-1,(011  )5976-3976,CABA,CIUDAD DE BUENOS AIRES,si
STARX SECURITY S.R.L.,30-70967328-5,(011  )5901-6500,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
STECK ELECTRIC S.A.,30-70866776-1,(011  )5127-5304,CABA,CIUDAD DE BUENOS AIRES,si
STOREY SOCIEDAD ANONIMA,33-68515964-9,(011  )4723-3500,CABA,CIUDAD DE BUENOS AIRES,si
STRUMBO HIJOS S.A.,30-61262065-9,,EL PALOMAR,BUENOS AIRES,no
STRYKER CORPORATION SUCURSAL ARGENTINA,30-68746810-0,(011  )4118-4800,CABA,CIUDAD DE BUENOS AIRES,si
STYLUS S.A.,30-61223835-5,(011  )4105-6100,CABA,CIUDAD DE BUENOS AIRES,si
SUPERMERCADOS MAYORISTAS MAKRO S.A.,30-58962149-9,,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,no
SUPPORT PRO TRADING S.A.,30-71525477-4,(011  )4342-3717,CABA,CIUDAD DE BUENOS AIRES,si
SURAP S.A.S.,30-71654658-2,(011  )4862-9147,CABA,CIUDAD DE BUENOS AIRES,si
SURELY S.A.,30-67970230-7,(011  )2206-1550,CABA,CIUDAD DE BUENOS AIRES,si
SURIX S.R.L.,30-69833779-2,(011  )4702-5500,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
SUTEC S.A.,30-70847613-3,(011  )4922-9991,CABA,CIUDAD DE BUENOS AIRES,si
SWISSTEL S.R.L.,30-69731691-0,(011  )4797-1989,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
SWITCHING S.A.,30-57665056-2,(011  )4778-6900,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
SYMBAR S.A.,30-69437933-4,,RICARDO ROJAS,BUENOS AIRES,no
SYMBOL TECHNOLOGIES LATIN AMERICA INC. SUCURSAL ARGENTINA,30-70744410-6,(011  )4341-4594,CABA,CIUDAD DE BUENOS AIRES,si
SYMTRON S.A.,30-71389530-6,(011  )2502-1996,CABA,CIUDAD DE BUENOS AIRES,si
SYNTRONIC S.A.,30-70924131-8,(011  )4303-4440,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
SYSTEL S.A.,30-68093763-6,(011  )4701-7333,CABA,CIUDAD DE BUENOS AIRES,si
SYSTEM S.A.,30-63324246-8,(011  )4312-1844,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
T.C.E. S.A.,30-64335867-7,(0223 )477 -2309,MAR DEL PLATA,BUENOS AIRES,si
T.N.A. COMUNICACIONES S.A.,30-71113591-6,(011  )4896-4748,CABA,CIUDAD DE BUENOS AIRES,si
T.S.L. MOBILE S.A.,30-70988936-9,(011  )4342-7649,CABA,CIUDAD DE BUENOS AIRES,si
TAE ALMADA S.A.,33-70823766-9,(011  )4828-0905,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
TAGUAY S.A.,30-71166113-8,(011  )2034-4000,CABA,CIUDAD DE BUENOS AIRES,si
TAURI CERTS S.R.L.,30-71701764-8,(011  )2022-1308,MORENO,BUENOS AIRES,si
TCT MOBILE S.A.,30-71193098-8,,CABA,CIUDAD DE BUENOS AIRES,no
TEC INSTRUMENTAL S.A.,30-64150457-9,(011  )5435-8840,VICENTE LOPEZ,BUENOS AIRES,si
TECCAM S.R.L.,30-70889813-5,(011  )4542-2382,CABA,CIUDAD DE BUENOS AIRES,si
TECH DEPOT S.A.,30-71025995-6,(011  )5294-2504,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
TECH MIND S.A.,30-70756852-2,(011  )4877-7100,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
TECHNOLOGY BUREAU S.A.,30-64647964-5,(011  )5070-9000,CABA,CIUDAD DE BUENOS AIRES,si
TECHNOLOGY GROUP S.R.L.,30-69132456-3,(011  )4742-2658,CABA,CIUDAD DE BUENOS AIRES,si
TECMACO INTEGRAL S.A.,30-62840617-7,(011  )4086-5050,CABA,CIUDAD DE BUENOS AIRES,si
TECNET S.A.,30-62248251-3,(011  )4516-8700,CIUDAD DE BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
TECNICAS AVANZADAS EN INFORMATICA S.A.,30-64458179-5,(011  )5217-2000,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
TECNO ACCION S.A.,30-62738989-9,(011  )4321-8900,CABA,CIUDAD DE BUENOS AIRES,si
TECNO INTERNACIONAL S.A.,30-63811456-5,(011  )4903-2827,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
TECNO RF S.A.,30-70753223-4,(011  )4777-1080,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
TECNO STAFF S.A.,30-70345919-2,(011  )4682-0041,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
TECNO VOZ S.A.,30-66108539-4,(011  )5554-8190,CIUDAD DE BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
TECNOLOGIA APLICADA S.R.L.,33-63855834-9,,SAN JUAN,SAN JUAN,no
TECNOLOGIA WORK OUT S.A.,30-70884758-1,(011  )5552-1041,CABA,CIUDAD DE BUENOS AIRES,si
TECNOLOGIAS DE INFORMACION S.A.,33-71057617-9,(011  )3810-4847,CABA,CIUDAD DE BUENOS AIRES,si
TECNORED S.A.,30-70905461-5,,CORDOBA,CORDOBA,no
TECNOSUR S.A.,30-71041830-2,(011  )3262-6156,MUNRO,BUENOS AIRES,si
TECNOTRONIC S.A.,30-70993031-8,(011  )4828-0905,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
TECNOUS S.A.,30-59892922-6,(011  )5368-4401,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
TECNOVIA S.A.,30-68246198-1,(011  )5244-2982,CABA,CIUDAD DE BUENOS AIRES,si
TECOAR S.A.,30-69797596-5,,CABA,CIUDAD DE BUENOS AIRES,no
TECSIDEL ARGENTINA S.A.,30-71057783-4,(011  )4343-5935,CABA,CIUDAD DE BUENOS AIRES,si
TECSS S.R.L.,30-70981439-3,,COMODORO RIVADAVIA,CHUBUT,no
TELEARTE SOCIEDAD ANONIMA EMPRESA DE RADIO Y TELEVISION,30-60160629-8,(011  )4654-1325,CABA,CIUDAD DE BUENOS AIRES,si
TELEAST S.A.,33-63260630-9,(011  )4921-5927,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
TELECENTRO S.A.,30-64089726-7,,CABA,CIUDAD DE BUENOS AIRES,no
TELECOM ARGENTINA S.A.,30-63945373-8,,CABA,CIUDAD DE BUENOS AIRES,no
TELECOM PERSONAL S.A.,30-67818644-5,(011  )4706-6900,CABA,CIUDAD DE BUENOS AIRES,si
TELECOM SOLUCIONES S.A.,30-68236043-3,(011  )4346-1100,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
TELECOMUNICACIONES AMPER ARGENTINA S.A.,30-58377167-7,(011  )4331-7810,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
TELECOMUNICACIONES DEL SUR S.A.,30-71473417-9,(011  )6521-8009,ING. JACOBACCI,RIO NEGRO,si
TELECOMUNICACIONES FUEGUINAS S.A.,30-71149852-0,(02964)42  -9620,USHUAIA,"TIERRA DEL FUEGO, ANTARTIDA E ISLAS DEL ATLANTICO SUR",si
TELECOMUNICACIONES INFOTEL S.A.,30-67986772-1,,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,no
TELECOPIA S.A.,30-58775374-6,,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,no
TELECROM S.R.L.,30-59331843-1,(011  )4248-6723,BANFIELD,BUENOS AIRES,si
TELECTRONICA CODIFICACION S.A.,30-70732907-2,(011  )4381-5222,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
TELEFAX S.A.,30-61137602-9,,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,no
TELEFONIA AUTOMATICA S.A.,30-58000786-0,(011  )4854-2701,CIUDAD DE BUENOS AIRES,CAPITAL FEDERAL,si
TELEFONICA DATA ARGENTINA S.A.,30-69119165-2,(011  )4333-6215,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,si
TELEFONICA DE ARGENTINA S.A.,30-63945397-5,,CABA,CIUDAD DE BUENOS AIRES,no
TELEFONICA MOVILES ARGENTINA S.A.,30-67881435-7,,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,no
TELEFONICA ON THE SPOT SERVICES S.A.U.SUCURSAL EN ARGENTINA,30-70983651-6,(011  )4332-2017,CABA,CIUDAD DE BUENOS AIRES,si
TELEMED S.R.L.,30-68180067-7,(011  )4311-5649,CABA,CIUDAD DE BUENOS AIRES,si
TELEMET SIAP S.A.,30-60642642-5,,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,no
